Param 2 Return Timeframe,HUD CoC Number,2015,2016,2017,2018,2019,2020,2021
17%,MD-601,,,16.70%,,,,
17%,FL-606,,,,,16.70%,,
17%,MN-508,,,,,16.70%,,
17%,NY-520,,,,,16.70%,,
17%,NY-603,,,,16.70%,,,
17%,NY-507,,,,,,,16.70%
17%,FL-519,,,,,,16.70%,
17%,NJ-500,,,,,16.70%,,
17%,NY-604,,,,16.70%,,,
17%,GA-501,,16.70%,,,,,
17%,MA-511,,,,16.70%,,,
17%,MI-500,,,,,,16.70%,
17%,MO-501,,,16.80%,,,,
17%,UT-504,,16.80%,,,,,
17%,NC-503,,16.80%,,,,,
17%,AR-500,,,,,,16.80%,
17%,PA-506,,,16.80%,,,,
17%,IL-511,16.80%,,,,,,
17%,PA-500,,,,,16.80%,,
17%,IN-502,,,,16.80%,,,
17%,IL-512,,,,16.80%,,,
17%,WA-508,,,,16.80%,,,
17%,CA-604,,,,,,16.80%,
17%,MI-509,,,,,,16.80%,
17%,NJ-509,,,16.80%,,,,
17%,MD-500,16.80%,,,,,,
17%,MO-501,,,,,,,16.80%
17%,CA-512,,,,16.80%,,,
17%,TX-503,,,,,,,16.90%
17%,MA-508,,16.90%,,,,,
17%,AR-500,,,,16.90%,,,
17%,TX-600,,,,,16.90%,,
17%,CA-603,,,,,,16.90%,
17%,VA-604,,,,16.90%,,,
17%,MD-503,16.90%,,,,,,
17%,CA-604,,,,,16.90%,,
17%,NY-504,,,,17.00%,,,
17%,FL-501,,,,,,17.00%,
17%,MI-504,,,,,17.00%,,
17%,AR-500,,,17.00%,,,,
17%,CA-600,,,,,,17.00%,
17%,FL-513,,,,,17.00%,,
17%,MA-500,,,,17.00%,,,
17%,NC-506,,,,,17.00%,,
17%,HI-501,,,,,17.00%,,
17%,TX-607,,17.00%,,,,,
17%,MI-518,,,,,,,17.00%
17%,LA-500,,,,,,17.00%,
17%,OH-507,,,17.00%,,,,
17%,FL-501,,,17.00%,,,,
17%,CA-508,,,,,17.00%,,
17%,NJ-515,17.00%,,,,,,
17%,CO-500,,,,17.00%,,,
17%,TX-503,,,,,17.00%,,
17%,WA-502,,17.10%,,,,,
17%,VA-604,,,,,17.10%,,
17%,OH-501,,,,,,,17.10%
17%,PA-601,17.10%,,,,,,
17%,WA-502,,,,17.10%,,,
17%,PR-502,,,17.10%,,,,
17%,FL-505,,,,,,,17.10%
17%,MN-506,,,17.10%,,,,
17%,FL-603,,,,17.10%,,,
17%,CA-602,,,,,,,17.10%
17%,CO-500,,,17.10%,,,,
17%,MD-505,,,17.10%,,,,
17%,NC-500,,,17.10%,,,,
17%,PA-505,,,,,,17.10%,
17%,OH-501,,17.20%,,,,,
17%,OH-501,,,17.20%,,,,
17%,NY-503,,,17.20%,,,,
17%,LA-500,,17.20%,,,,,
17%,WI-502,17.20%,,,,,,
17%,CA-500,,,17.20%,,,,
17%,NC-501,,17.20%,,,,,
17%,GA-504,,,,17.20%,,,
17%,NE-500,,,,17.20%,,,
17%,CA-505,,,,17.20%,,,
17%,TX-503,,,17.20%,,,,
17%,IL-501,17.20%,,,,,,
17%,ME-500,,,,,17.30%,,
17%,IL-520,,,,17.30%,,,
17%,CA-600,,17.30%,,,,,
17%,IL-501,,,,,17.30%,,
17%,MD-511,,,,,,17.30%,
17%,NH-502,,,,17.30%,,,
17%,NY-604,,17.30%,,,,,
17%,WA-500,,,,,,,17.30%
17%,MI-518,,,,17.30%,,,
17%,FL-602,,,,,,,17.30%
17%,NJ-509,,,,,17.30%,,
17%,MA-500,17.30%,,,,,,
17%,IL-514,,,17.30%,,,,
17%,AR-503,,,17.40%,,,,
17%,AZ-500,,,,,17.40%,,
17%,IL-520,,,,,,,17.40%
17%,MI-504,,17.40%,,,,,
17%,NY-503,,,,17.40%,,,
17%,CA-604,,17.40%,,,,,
17%,MO-501,,,,,,17.40%,
17%,OH-507,,,,17.40%,,,
17%,HI-500,,,17.40%,,,,
17%,MD-505,,,,17.50%,,,
17%,FL-501,17.50%,,,,,,
17%,CA-526,,,,,,,17.50%
17%,NM-500,,17.50%,,,,,
17%,OH-507,,17.50%,,,,,
17%,PA-603,,,17.50%,,,,
18%,CA-507,,,,,,,17.50%
18%,AR-508,,,,,,17.50%,
18%,NY-603,,,,,,,17.50%
18%,HI-500,,17.50%,,,,,
18%,PA-508,,,17.60%,,,,
18%,MI-500,,,,17.60%,,,
18%,MN-509,,,,,,17.60%,
18%,MI-500,,,17.60%,,,,
18%,CA-502,,,,,17.60%,,
18%,OK-500,,,,17.60%,,,
18%,LA-502,,,,,,,17.60%
18%,IL-511,,,,,,17.60%,
18%,OH-501,,,,17.60%,,,
18%,NJ-509,,,,,,17.60%,
18%,OR-500,,17.60%,,,,,
18%,PA-501,,,,17.60%,,,
18%,VA-507,,,,,,,17.60%
18%,CA-502,,,,,,17.70%,
18%,PA-508,,,,,,17.70%,
18%,NC-505,,17.70%,,,,,
18%,CA-609,,,17.70%,,,,
18%,AL-504,,,,17.70%,,,
18%,MI-515,,,,,17.70%,,
18%,PR-503,,17.70%,,,,,
18%,NY-512,,,,17.70%,,,
18%,OR-500,,,,,,,17.70%
18%,MA-500,,,17.70%,,,,
18%,SC-500,,,,,17.70%,,
18%,NC-501,,,,,17.80%,,
18%,CO-500,,,,,,,17.80%
18%,TX-601,,,,,,,17.80%
18%,NH-500,,,,,,,17.80%
18%,MD-510,,,,17.80%,,,
18%,TX-503,,,,,,17.80%,
18%,ME-500,,,,17.80%,,,
18%,MI-518,17.80%,,,,,,
18%,TN-502,17.80%,,,,,,
18%,NY-511,,,,,17.80%,,
18%,ND-500,,17.80%,,,,,
18%,NC-502,,,,17.80%,,,
18%,VA-508,,,17.90%,,,,
18%,PA-505,,17.90%,,,,,
18%,NJ-503,,,17.90%,,,,
18%,MD-503,,,17.90%,,,,
18%,PA-510,,,,,,17.90%,
18%,NY-516,17.90%,,,,,,
18%,NH-502,,17.90%,,,,,
18%,MD-510,,,,,17.90%,,
18%,CA-502,,18.00%,,,,,
18%,FL-509,,,,,,18.00%,
18%,MD-506,,,,,18.00%,,
18%,FL-515,,,18.00%,,,,
18%,CT-505,,,,,,,18.00%
18%,FL-504,18.00%,,,,,,
18%,ND-500,,,18.00%,,,,
18%,AR-500,,18.00%,,,,,
18%,MD-505,18.00%,,,,,,
18%,MI-517,,,,,18.00%,,
18%,NC-506,18.00%,,,,,,
18%,FL-605,,,18.10%,,,,
18%,UT-503,,18.10%,,,,,
18%,AZ-502,18.10%,,,,,,
18%,PA-504,,,,,,,18.10%
18%,KS-503,,,,,,18.10%,
18%,NY-512,,,,,,18.10%,
18%,CA-602,,,,,,18.10%,
18%,OK-502,,,,18.10%,,,
18%,SC-503,,,,18.10%,,,
18%,IL-519,,,,18.10%,,,
18%,TN-502,,,,,18.20%,,
18%,VA-505,,,,,,18.20%,
18%,MN-509,,,,,,,18.20%
18%,CA-510,,,18.20%,,,,
18%,MD-510,,,18.20%,,,,
18%,MI-518,,,,,,18.20%,
18%,NC-509,,,,,,18.20%,
18%,AZ-500,,,,18.20%,,,
18%,TN-501,,,,,,18.20%,
18%,NM-500,,,,18.20%,,,
18%,MI-500,18.20%,,,,,,
18%,NC-503,,,,18.20%,,,
18%,WA-502,,,,,18.20%,,
18%,CT-503,,,,18.20%,,,
18%,AR-508,,,18.30%,,,,
18%,KS-502,,,,,,,18.30%
18%,CA-500,,,,18.30%,,,
18%,SC-502,18.30%,,,,,,
18%,GA-503,,,18.30%,,,,
18%,OH-501,18.30%,,,,,,
18%,AR-501,,18.30%,,,,,
18%,IL-501,,,,,,,18.30%
18%,GA-500,,,,18.30%,,,
18%,SC-502,,,,,,,18.30%
18%,PA-506,,,,,,18.30%,
18%,IA-501,,,18.30%,,,,
18%,VA-508,,,,,18.30%,,
18%,HI-501,,,,18.30%,,,
18%,NY-602,,,,,,,18.30%
18%,OR-500,,,18.30%,,,,
18%,CA-518,,18.30%,,,,,
18%,AR-500,18.30%,,,,,,
18%,OH-501,,,,,18.30%,,
18%,NH-502,,,,,,18.30%,
18%,MO-600,,,,,18.30%,,
18%,CA-507,,,,,,18.30%,
18%,WA-504,,,,,,,18.30%
18%,SC-503,18.40%,,,,,,
18%,NY-603,18.40%,,,,,,
18%,GA-507,,,,,,,18.40%
18%,ND-500,18.40%,,,,,,
18%,MD-505,,,,,,,18.40%
18%,TX-604,,,,,,18.40%,
18%,NC-509,,18.40%,,,,,
18%,NY-512,,,,,,,18.40%
18%,FL-514,18.40%,,,,,,
18%,KY-502,,,,,,,18.40%
18%,WI-502,,,,,18.40%,,
18%,OR-500,,,,,18.40%,,
18%,IL-519,,,,,,,18.40%
18%,GA-508,,18.40%,,,,,
18%,GA-500,,,18.40%,,,,
18%,FL-501,,,,,18.50%,,
18%,MI-509,,,18.50%,,,,
18%,MN-501,,,,,18.50%,,
18%,WI-502,,,,,,18.50%,
18%,AZ-500,,18.50%,,,,,
18%,MI-517,,,,18.50%,,,
18%,KS-507,,,,,18.50%,,
18%,MI-506,,,,,,,18.50%
19%,MI-506,,,,18.50%,,,
19%,PA-506,,,,,18.50%,,
19%,VA-521,,18.50%,,,,,
19%,AL-505,,18.50%,,,,,
19%,NY-503,,18.50%,,,,,
19%,PA-508,,,,18.50%,,,
19%,FL-605,,,,,18.60%,,
19%,NH-501,,18.60%,,,,,
19%,CA-608,,,,,,,18.60%
19%,VA-501,,,,,,18.60%,
19%,MI-509,,,,,18.60%,,
19%,CT-505,,,,,18.60%,,
19%,NC-500,,,,,,,18.60%
19%,LA-503,18.60%,,,,,,
19%,GA-506,18.60%,,,,,,
19%,NC-504,,,,,18.60%,,
19%,VA-602,,,,18.60%,,,
19%,VA-501,,,,,,,18.60%
19%,NC-502,18.60%,,,,,,
19%,TN-509,18.60%,,,,,,
19%,KS-507,,,,18.60%,,,
19%,OH-507,18.70%,,,,,,
19%,CA-502,,,18.70%,,,,
19%,IL-514,,18.70%,,,,,
19%,TX-603,,18.70%,,,,,
19%,NC-504,,,,,,,18.70%
19%,IN-503,,18.70%,,,,,
19%,OK-500,,18.70%,,,,,
19%,FL-605,,,,18.70%,,,
19%,AR-505,,18.80%,,,,,
19%,MD-502,,,18.80%,,,,
19%,TX-601,,,,,,18.80%,
19%,WA-500,,,,,18.80%,,
19%,FL-504,,,,18.80%,,,
19%,OH-507,,,,,18.80%,,
19%,CA-503,,,,18.80%,,,
19%,CA-502,,,,,,,18.80%
19%,IN-502,,18.80%,,,,,
19%,NC-501,,,,18.80%,,,
19%,CA-609,18.80%,,,,,,
19%,VA-603,,,,,,,18.90%
19%,OH-506,,,18.90%,,,,
19%,NY-603,,,,,18.90%,,
19%,OH-506,,18.90%,,,,,
19%,OH-507,,,,,,,18.90%
19%,GU-500,,18.90%,,,,,
19%,NY-518,,,,,18.90%,,
19%,MD-601,,,,,,,18.90%
19%,NJ-503,,,,18.90%,,,
19%,PA-605,,,,,,,18.90%
19%,ME-500,,,,,,,18.90%
19%,IN-502,19.00%,,,,,,
19%,TX-701,19.00%,,,,,,
19%,MI-503,,19.00%,,,,,
19%,OK-501,,,19.00%,,,,
19%,CA-502,19.00%,,,,,,
19%,TN-501,,,,19.00%,,,
19%,AR-503,19.00%,,,,,,
19%,MD-505,,19.00%,,,,,
19%,OR-503,19.00%,,,,,,
19%,VA-514,,,,,,,19.00%
19%,PA-505,,,19.00%,,,,
19%,PA-512,,,,,19.00%,,
19%,MN-509,,,,19.00%,,,
19%,OH-506,,,,,,,19.00%
19%,AL-506,19.00%,,,,,,
19%,OR-500,19.00%,,,,,,
19%,TX-607,19.10%,,,,,,
19%,GA-507,,,,,19.10%,,
19%,CA-509,,19.10%,,,,,
19%,OH-504,19.10%,,,,,,
19%,PA-600,,,,,,,19.10%
19%,DC-500,,,,19.10%,,,
19%,MI-506,,,,,19.10%,,
19%,NY-604,,,19.10%,,,,
19%,WA-502,,,,,,19.10%,
19%,HI-501,,19.10%,,,,,
19%,NY-513,,,,,19.10%,,
19%,NJ-508,19.10%,,,,,,
19%,TX-503,,,,19.10%,,,
19%,PA-500,,,,,,19.20%,
19%,NJ-506,,19.20%,,,,,
19%,NJ-500,,,,19.20%,,,
19%,OK-504,,,,,,,19.20%
19%,FL-511,,,,19.20%,,,
19%,PR-502,,,,,19.20%,,
19%,SD-500,,,19.20%,,,,
19%,HI-500,19.20%,,,,,,
19%,NY-514,19.20%,,,,,,
19%,IN-503,,,19.20%,,,,
19%,FL-511,,,,,19.20%,,
19%,VA-514,,,19.30%,,,,
19%,NY-512,,,19.30%,,,,
19%,MI-523,19.30%,,,,,,
19%,MN-509,,,,,19.30%,,
19%,VA-503,,,,,19.30%,,
19%,SD-500,,,,,19.30%,,
19%,TX-611,,,,,,,19.30%
19%,NM-500,,,,,19.30%,,
19%,TX-601,,,19.30%,,,,
19%,NJ-500,,,,,,19.30%,19.30%
19%,CA-521,,,,,19.30%,,
19%,NC-506,,,,,,19.30%,
19%,IL-520,,,19.30%,,,,
19%,CA-509,,,,,,19.40%,
19%,OH-500,,,,,,,19.40%
19%,CA-509,,,,19.40%,,,
19%,AR-500,,,,,19.40%,,
19%,CA-522,,,,,,19.40%,
19%,IL-514,,,,,19.40%,,
19%,IA-501,,,,,19.40%,,
19%,CA-608,,,,19.40%,,,
19%,CA-506,,,,,,19.40%,
19%,NH-501,19.40%,,,,,,
19%,MI-503,19.40%,,,,,,
19%,NC-513,,,,19.40%,,,
19%,MO-604M,,,,,19.50%,,
19%,CA-500,,,,,,,19.50%
19%,CA-504,,,,,,19.50%,
19%,MI-504,,,,19.50%,,,
20%,IA-501,,19.50%,,,,,
20%,AL-503,,,,,,19.50%,
20%,MS-501,,19.50%,,,,,
20%,NY-604,,,,,19.50%,,
20%,NE-500,19.50%,,,,,,
20%,PR-503,,,,19.50%,,,
20%,RI-500,19.50%,,,,,,
20%,WV-500,,,,,,19.50%,
20%,GA-500,,19.60%,,,,,
20%,CA-504,,,19.60%,,,,
20%,PA-505,,,,19.60%,,,
20%,WA-508,,,,,,,19.60%
20%,CT-503,,,19.60%,,,,
20%,NE-500,,,,,,19.60%,
20%,RI-500,,19.60%,,,,,
20%,NY-516,,19.60%,,,,,
20%,MI-518,,19.60%,,,,,
20%,NH-500,,,19.60%,,,,
20%,PA-503,,19.60%,,,,,
20%,IL-500,,19.60%,,,,,
20%,IL-506,,,,,,19.60%,
20%,MI-515,,,19.70%,,,,
20%,IN-502,,,19.70%,,,,
20%,GA-507,,,,19.70%,,,
20%,NM-500,,,19.70%,,,,
20%,MN-509,,,19.70%,,,,
20%,FL-513,,,,19.70%,,,
20%,MI-514,,,,,,,19.70%
20%,AL-505,,,,,,,19.70%
20%,MI-517,,,19.70%,,,,
20%,PR-502,,,,19.80%,,,
20%,PA-503,,,,,,,19.80%
20%,CA-503,,,,,,,19.80%
20%,NC-504,,,19.80%,,,,
20%,MI-511,,,19.80%,,,,
20%,GA-500,,,,,19.90%,,
20%,SD-500,,,,19.90%,,,
20%,IN-503,,,,19.90%,,,
20%,CT-503,,19.90%,,,,,
20%,CT-503,,,,,20.00%,,
20%,MI-501,,,,,,,20.00%
20%,TX-700,,,,,,,20.00%
20%,KS-502,20.00%,,,,,,
20%,AR-505,20.00%,,,,,,
20%,MD-506,,20.00%,20.00%,,,,
20%,NC-516,,20.00%,,,,20.00%,
20%,VA-600,,20.00%,,,,,
20%,VA-603,,,,20.00%,,,
20%,CA-512,,,,,20.00%,,
20%,KY-501,,,,,,20.00%,
20%,NH-500,,,,20.00%,,,
20%,MI-501,,,,,20.00%,,
20%,NC-501,20.10%,,,,,,
20%,CA-504,,,,20.10%,,,
20%,MN-500,,,20.10%,,,,
20%,AK-500,,,,20.10%,,,
20%,NY-514,,,,,,20.10%,
20%,MO-501,20.10%,,,,,,
20%,CA-604,20.10%,,,,,,
20%,NJ-502,,,,,,20.10%,
20%,MI-500,,20.10%,,,,,
20%,FL-507,,,20.20%,,,,
20%,OH-508,,,,20.20%,,,
20%,TN-504,,,,,20.20%,,
20%,NC-505,,,20.20%,,,,
20%,MN-500,20.20%,,,,,,
20%,NY-513,,,,,,20.20%,
20%,MI-509,,,,20.20%,,,
20%,AK-501,20.20%,,,,,,
20%,MI-501,,,,20.20%,,,
20%,TX-500,,,,,,,20.20%
20%,CA-512,20.30%,,,,,,
20%,MI-514,,,,,,20.30%,
20%,VT-501,,20.30%,,,,,
20%,OH-507,,,,,,20.30%,
20%,IL-510,20.30%,,,,,,
20%,CA-500,,20.30%,,,,,
20%,GA-504,,20.30%,,,,,
20%,CA-504,,,,,20.30%,,
20%,MI-506,,,20.30%,,,,
20%,WI-502,,,,20.30%,,,
20%,WV-508,,20.30%,,,,,
20%,CA-521,,,20.30%,,,,
20%,ND-500,,,,,20.30%,,
20%,WA-508,,,,,20.40%,,
20%,MN-506,,,,,,20.40%,
20%,FL-603,20.40%,,,,,,
20%,NC-516,20.40%,,,,,,
20%,OK-504,,,20.40%,,,,
20%,OK-506,,,20.40%,,,,
20%,CA-503,,20.40%,,,,,
20%,NY-602,,20.40%,,,,,
20%,FL-509,,,,,20.40%,,
20%,NY-508,,,20.40%,,,,
20%,WV-508,20.40%,,,,,,
20%,FL-504,,,,,20.40%,,
20%,NC-513,20.40%,,,,,,
20%,CA-503,,,,,20.40%,,
20%,NC-506,,,,20.40%,,,
20%,WI-500,,20.40%,,,,,
20%,NY-510,,,20.40%,,,,
20%,WA-503,,,,,20.50%,,
20%,OH-501,,,,,,20.50%,
20%,PA-500,,,,,,,20.50%
20%,FL-501,,20.50%,,,,,
20%,WV-501,,,20.50%,,,,
20%,MI-517,20.50%,,,,,,
20%,CT-503,,,,,,,20.50%
20%,CA-515,,,,,,,20.50%
21%,CA-608,20.50%,,,,,,
21%,CA-500,,,,,20.50%,,
21%,IA-501,,,,20.50%,,,
21%,CO-504,20.50%,,,,,,
21%,CA-608,,,20.60%,,,,
21%,MI-515,,,,20.60%,,,
21%,MN-506,,,,,20.60%,,
21%,OH-506,20.60%,,,,,,
21%,MD-513,,,,20.60%,,,
21%,NE-502,,20.60%,,,,,
21%,VT-501,,,20.60%,,,,
21%,OR-503,,,20.60%,,,,
21%,WV-508,,,,,20.60%,,
21%,MI-515,,,,,,,20.60%
21%,PA-505,20.60%,,,,,,
21%,PA-504,,,20.60%,,,,
21%,NC-507,20.60%,,,,,,
21%,NY-601,,20.60%,,,,,
21%,TX-603,,,,20.70%,,,
21%,MI-506,,,,,,20.70%,
21%,TX-600,,,,,,20.70%,
21%,NY-606,,,,,20.70%,,
21%,IL-506,,,20.70%,,,,
21%,RI-500,,,20.70%,,,,
21%,MD-503,,,,20.70%,,,
21%,NY-601,,,,,,20.70%,
21%,MD-509,,20.80%,,,,,
21%,IA-502,,20.80%,,,,,
21%,VA-500,20.80%,,,,,,
21%,NY-600,,,,,,20.80%,
21%,OR-503,,20.80%,,,,,
21%,NY-512,,,,,20.80%,,
21%,WV-508,,,,,,20.80%,
21%,OH-504,,,,20.90%,,,
21%,MA-506,,,20.90%,,,,
21%,AL-504,,,20.90%,,,,
21%,OR-501,,,,,,,20.90%
21%,CA-513,,,,,20.90%,,
21%,SC-500,,,,,,20.90%,
21%,CA-500,20.90%,,,,,,
21%,VI-500,,,20.90%,,,,
21%,OK-505,,,,,,21.00%,
21%,CT-503,,,,,,21.00%,
21%,HI-501,21.00%,,,,,,
21%,WI-503,21.00%,,,,,,
21%,IL-507,,,,,,,21.00%
21%,NJ-506,,,,21.00%,,,
21%,NE-500,,,,,,,21.00%
21%,CA-608,,,,,21.00%,,
21%,VA-604,,,21.00%,,,,
21%,IL-501,,,,21.00%,,,
21%,IL-507,,21.00%,,,,,
21%,WI-500,21.00%,,,,,,
21%,CA-608,,21.00%,,,,,
21%,AL-501,21.00%,,,,,,
21%,IL-508,,,21.10%,,,,
21%,LA-500,21.10%,,,,,,
21%,PA-605,,,,,21.10%,,
21%,IA-501,21.10%,,,,,,
21%,WY-500,,,,,,21.10%,
21%,NJ-509,,,,,,,21.10%
21%,WA-508,,21.10%,,,,,
21%,FL-506,,21.10%,,,,,
21%,KS-507,,,21.10%,,,,
21%,FL-507,,21.10%,,,,,
21%,IL-519,,21.10%,,,,,
21%,NE-502,,,21.10%,,,,
21%,HI-500,,,,,21.10%,,
21%,IL-502,,21.20%,,,,,
21%,KY-502,,,21.20%,,,,
21%,MI-513,,21.20%,,,,,
21%,HI-500,,,,21.20%,,,
21%,MI-503,,,21.20%,,,,
21%,VA-514,,,,21.20%,,,
21%,VA-504,,21.20%,,,,,
21%,TX-603,,,21.20%,,,,
21%,PA-605,,,,,,21.20%,
21%,NE-502,,,,21.20%,,,
21%,FL-507,21.20%,,,,,,
21%,CA-512,,,,,,21.20%,
21%,MN-500,,21.20%,,,,,
21%,IN-503,21.20%,,,,,,
21%,IL-502,,,,21.20%,,,
21%,IL-514,21.20%,,,,,,
21%,HI-501,,,21.20%,,,,
21%,AR-503,,,,21.30%,,,
21%,NV-501,,,,,,,21.30%
21%,NJ-506,,,21.30%,,,,
21%,NY-600,,,,21.30%,,,
21%,CA-507,,21.30%,,,,,
21%,RI-500,,,,,,21.30%,
21%,KS-502,,,21.30%,,,,
21%,MD-506,,,,,,21.40%,
21%,CA-513,,21.40%,,,,,
21%,MD-503,,21.40%,,,,,
21%,CA-517,,,,,,21.40%,
21%,OK-501,,,,,,,21.40%
21%,NC-500,,,,,,21.40%,
21%,TX-603,,,,,,,21.40%
21%,AR-508,,,,,21.40%,,
21%,WY-500,,,,,,,21.40%
21%,OR-500,,,,,,21.40%,
21%,MI-501,,,,,,21.50%,
21%,TN-501,,,,,21.50%,,
21%,CA-517,,,,,21.50%,,
21%,PA-511,21.50%,,,,,,
21%,IL-510,,,,21.50%,,,
21%,NH-501,,,,,,21.50%,
22%,VA-514,,,,,21.50%,,
22%,FL-605,,,,,,21.50%,
22%,CT-505,,,,21.50%,,,
22%,NC-506,,,,,,,21.50%
22%,OK-505,21.60%,,,,,,
22%,CO-504,,,,,,21.60%,
22%,TN-503,,,,,,21.60%,
22%,MI-508,,,,,21.60%,,
22%,PA-503,,,,,21.60%,,
22%,CO-504,,,21.60%,,,,
22%,OH-508,,,,,,,21.60%
22%,FL-508,,,21.70%,,,,
22%,OH-500,,,,,,21.70%,
22%,DE-500,,,21.70%,,,,
22%,CA-604,,,21.70%,,,,
22%,WV-508,,,,,,,21.70%
22%,TX-700,,,21.70%,,,,
22%,TX-604,,,,,,,21.70%
22%,NC-505,,,,,21.70%,,
22%,DE-500,,21.70%,,,,,
22%,CO-504,,21.70%,,,,,
22%,MD-513,,,,,,21.70%,
22%,NY-508,21.70%,,,,,,
22%,NY-508,,,,,,,21.70%
22%,IA-501,,,,,,,21.70%
22%,NV-501,,,,,,21.80%,
22%,PA-512,,,,21.80%,,,
22%,TN-510,21.80%,21.80%,,,,,
22%,CA-501,,21.80%,,,,,
22%,NC-500,,21.80%,,,,,
22%,VA-601,,,,,,,21.80%
22%,OH-500,,,,,21.90%,,
22%,MA-509,,,,,,21.90%,
22%,MD-513,,,,,,,21.90%
22%,FL-503,,,21.90%,,,,
22%,WA-500,,,,,,21.90%,
22%,NC-507,,,,,,,21.90%
22%,CA-513,,,,,,21.90%,
22%,CT-503,21.90%,,,,,,
22%,NY-601,,,21.90%,,,,
22%,OH-506,,,,,,21.90%,
22%,MI-507,,,,,,21.90%,
22%,ME-500,,,21.90%,,,,
22%,TX-600,,,,,,,21.90%
22%,MI-515,,21.90%,,,,,
22%,OK-501,,,,,,21.90%,
22%,NH-500,,,,,,21.90%,
22%,KS-507,22.00%,,,,,,
22%,IL-510,,,,,,,22.00%
22%,AZ-500,22.00%,,,,,,
22%,CA-603,,,,,22.00%,,
22%,AK-500,,,,,,22.00%,
22%,OH-504,,22.00%,,,,,
22%,NY-507,,,,,,22.00%,
22%,WV-503,,,,,22.00%,,
22%,TX-500,22.00%,,,,,,
22%,IL-506,,,,,,,22.00%
22%,NY-508,,22.00%,,,,,
22%,CO-503,22.00%,,,,,,
22%,CA-515,,,,,22.00%,,
22%,SC-502,,,,,,22.00%,
22%,FL-507,,,,,,22.10%,
22%,NV-500,22.10%,,,,,,
22%,FL-507,,,,,,,22.10%
22%,NY-507,,,,22.10%,,,
22%,NY-608,,,,,,,22.10%
22%,IL-510,,,,,,22.10%,
22%,WI-500,,,,,,,22.10%
22%,IL-507,,,,22.10%,,,
22%,MI-505,,,,,22.10%,,
22%,NM-500,22.10%,,,,,,
22%,WI-503,,,22.10%,,,,
22%,CT-505,,,22.10%,,,,
22%,FL-515,,22.10%,,,,,
22%,CA-513,,,22.10%,,,,
22%,IL-507,,,,,22.10%,,
22%,TX-601,,,,22.10%,,,
22%,NC-507,,22.10%,,,,,
22%,LA-502,,,,,,22.20%,
22%,WV-500,,22.20%,,,,,
22%,CA-603,,,,22.20%,,,
22%,FL-605,,,,,,,22.20%
22%,TX-500,,22.20%,,,,,
22%,NY-508,,,,22.20%,,,
22%,CA-513,,,,,,,22.20%
22%,CA-514,22.20%,,,,,,
22%,IL-518,,,,22.20%,,,
22%,MI-517,,,,,,22.20%,
22%,NY-601,,,,,22.20%,,
22%,UT-503,,,,22.20%,,,
22%,NM-500,,,,,,,22.20%
22%,VA-502,,,,22.20%,,,
22%,CA-524,,,,,,,22.30%
22%,LA-509,,22.30%,,,,,
22%,LA-502,,,,22.30%,,,
