Param 2 Return Timeframe,HUD CoC Number,2015,2016,2017,2018,2019,2020,2021
22%,DE-500,,,,,,22.30%,
22%,NY-600,,,,,22.30%,,
22%,AL-501,,22.30%,,,,,
22%,KS-507,,22.30%,,,,,
22%,MI-506,22.30%,,,,,,
22%,CA-613,,22.30%,,,,,
22%,CA-510,,,,,,,22.40%
22%,NH-502,22.40%,,,,,,
22%,OH-500,,,,22.40%,,,
22%,MI-523,,,,,,22.40%,
22%,CA-522,22.40%,,,,,,
22%,CA-608,,,,,,22.40%,
22%,WA-508,,,22.40%,,,,
22%,WV-500,22.40%,,,,,,
22%,NY-508,,,,,,22.50%,
22%,NV-500,,22.50%,,,,,
22%,GA-507,22.50%,,,,,,
22%,NE-502,22.50%,,,,,,
23%,CA-503,,,,,,22.50%,
23%,WA-503,,,,,,,22.50%
23%,CA-603,22.50%,,,,,,
23%,NJ-506,22.50%,,,,,,
23%,MI-505,,22.60%,,,,,
23%,CA-509,,,,,,,22.60%
23%,FL-513,,,,,,,22.60%
23%,PA-512,,,22.60%,,,,
23%,OH-500,,22.60%,,,,,
23%,NY-608,,22.60%,,,,,
23%,NC-516,,,22.60%,,,,
23%,WI-503,,22.60%,,,,,
23%,WV-508,,,,22.60%,,,
23%,NV-500,,,,22.60%,,,
23%,CA-511,,,,,,,22.70%
23%,UT-504,,,,,22.70%,,
23%,WA-503,,,,,,22.70%,
23%,AZ-501,,,,,,,22.70%
23%,MA-502,,,,,22.70%,,
23%,AL-501,,,22.70%,,,,
23%,CO-504,,,,,22.70%,,
23%,MA-511,22.80%,,,,,,
23%,NJ-506,,,,,22.80%,,
23%,AR-503,,,,,,22.80%,
23%,CA-517,,,,,,,22.80%
23%,AR-503,,,,,22.90%,,
23%,IN-503,,,,,22.90%,,
23%,IL-513,22.90%,,,,,,
23%,RI-500,,,,,,,22.90%
23%,FL-507,,,,,22.90%,,
23%,NC-504,,,,,,22.90%,
23%,TX-601,,22.90%,,,,,
23%,MO-604K,,22.90%,,,,,
23%,OH-504,,,,,22.90%,,
23%,NY-500,,,,,,,23.00%
23%,SC-502,,,23.00%,,,,
23%,MI-513,,,,,23.00%,,
23%,MI-505,,,,23.00%,,,
23%,WV-508,,,23.00%,,,,
23%,MI-517,,23.00%,,,,,
23%,MI-508,,,,,,,23.00%
23%,CT-505,,,,,,23.00%,
23%,NC-507,,,,,23.00%,,
23%,CA-613,,,,,,23.00%,
23%,NC-509,,,,23.00%,,,
23%,MD-601,,23.00%,,,,,
23%,IL-510,,,23.00%,,,,
23%,CA-507,,,23.10%,,,,
23%,TN-502,,,23.10%,,,,
23%,FL-507,,,,23.10%,,,
23%,FL-508,,,,23.10%,,,
23%,NY-600,,,23.10%,,,,
23%,IN-500,,23.10%,,,,,
23%,IA-501,,,,,,23.10%,
23%,NY-507,,,,,23.10%,,
23%,VA-603,23.10%,,,,,,
23%,OR-503,,,,23.10%,,,
23%,CO-504,,,,23.10%,,,
23%,PA-503,,,,,,23.10%,
23%,IL-510,,23.10%,,,,,
23%,MI-511,23.10%,,,,,,
23%,NC-509,,,,,23.10%,,
23%,NC-500,,,,,23.10%,,
23%,OK-501,,,,,23.10%,,
23%,VA-514,,23.20%,,,,,
23%,NC-504,23.20%,,,,,,
23%,AZ-501,,23.20%,,,,,
23%,DE-500,,,,23.20%,,,
23%,FL-518,,,,23.20%,,,
23%,DE-500,23.20%,,,,,,
23%,GA-500,,,,,,23.20%,
23%,LA-502,23.20%,,,,,,
23%,OK-501,,,,23.30%,,,
23%,CA-601,,,,,23.30%,,
23%,NY-500,23.30%,,,,,,
23%,NH-500,,,,,23.30%,,
23%,MA-506,,23.30%,,,,,
23%,VA-500,,23.30%,,,,,
23%,WA-508,23.30%,,,,,,
23%,OH-500,,,23.30%,,,,
23%,IL-514,,,,23.40%,,,
23%,FL-600,23.40%,,,,,,
23%,WI-503,,,,23.40%,,,
23%,WY-500,,,,,23.40%,,
23%,NV-500,,,23.40%,,,,
23%,TX-603,,,,,23.40%,,
23%,PA-504,,,,,,23.40%,
23%,MI-506,,23.50%,,,,,
23%,WI-500,,,23.50%,,,,
23%,CO-503,,23.50%,,,,,
23%,KS-502,,,,,23.50%,,
23%,MI-517,,,,,,,23.50%
23%,CA-601,,,,,,,23.50%
23%,CT-505,,23.50%,,,,,
24%,AR-501,23.50%,,,,,,
24%,AL-500,,,,,,,23.50%
24%,ME-500,,23.50%,,,,,
24%,PA-506,,,,23.50%,,,
24%,PA-605,,23.60%,,,,,
24%,FL-600,,,,,,,23.60%
24%,LA-502,,,23.60%,,,,
24%,KY-502,,,,23.60%,,,
24%,MN-500,,,,23.60%,,,
24%,AK-500,,,23.60%,,,,
24%,SC-502,,23.60%,,,,,
24%,PA-505,,,,,23.70%,,
24%,CA-603,,,23.70%,,,,
24%,GA-505,,23.70%,,,,,
24%,LA-500,,,,,23.70%,,
24%,WV-501,,23.70%,,,,,
24%,CA-500,,,,,,23.70%,
24%,VA-603,,,,,23.70%,,
24%,VA-602,,,,,,,23.70%
24%,NC-505,,,,23.70%,,,
24%,FL-518,,,,,23.80%,,
24%,WI-501,,,,,,,23.80%
24%,IN-502,,,,,,,23.80%
24%,FL-512,,,,,,23.80%,
24%,CA-518,23.80%,,,,,,
24%,AZ-502,,23.80%,,,,,
24%,IL-516,,,,,23.80%,,
24%,KY-501,,,,23.80%,,,
24%,MI-512,,23.80%,,,,,
24%,FL-508,,,,,,23.80%,
24%,OH-505,,23.80%,,,,,
24%,IN-500,23.80%,,,,,,
24%,OH-505,23.90%,,,,,,
24%,KY-501,,,,,,,23.90%
24%,TX-700,,,,23.90%,,,
24%,CA-523,,,,,,,23.90%
24%,NC-507,,,,,,23.90%,
24%,TX-700,,,,,23.90%,,
24%,KS-502,,,,,,23.90%,
24%,MI-519,,,,,,,23.90%
24%,NY-510,,,,,,,23.90%
24%,ME-500,23.90%,,,,,,
24%,TX-611,23.90%,,,,,,
24%,IL-501,,,,,,24.00%,
24%,MA-506,24.00%,,,,,,
24%,VA-503,,,,,,24.00%,
24%,PA-506,,,,,,,24.00%
24%,WV-501,,,,,,,24.00%
24%,NY-511,,,,,,24.00%,
24%,MN-500,,,,,,,24.00%
24%,CT-505,24.00%,,,,,,
24%,TX-500,,,,,,24.00%,
24%,IL-517,,24.00%,,,,,
24%,TX-624,,,,,24.00%,,
24%,FL-500,,,,,24.00%,,
24%,CA-513,,,,24.00%,,,
24%,NY-608,,,,,,24.00%,
24%,NV-500,,,,,24.00%,,
24%,FL-500,,,24.00%,,,,
24%,TX-601,,,,,24.10%,,
24%,OR-501,,,,,,24.10%,
24%,OH-505,,,24.10%,,,,
24%,UT-503,,,,,24.10%,,
24%,FL-508,,,,,,,24.10%
24%,UT-503,,,24.10%,,,,
24%,MI-518,,,24.20%,,,,
24%,MI-512,,,,,24.20%,,
24%,AK-500,,,,,24.20%,,
24%,NY-608,,,,24.20%,,,
24%,ND-500,,,,,,,24.20%
24%,WY-500,,,,24.30%,,,
24%,PA-510,,,,24.30%,,,
24%,IL-502,,,,,,,24.30%
24%,OH-504,,,,,,24.30%,
24%,OH-506,,,,,24.30%,,
24%,FL-500,,24.30%,,,,,
24%,PA-605,,,,24.30%,,,
24%,NE-501,24.30%,,,,,,
24%,VA-601,,,,,24.40%,,
24%,AZ-501,24.40%,,,,,,
24%,TX-700,,,,,,24.40%,
24%,TX-603,,,,,,24.40%,
24%,RI-500,,,,,24.40%,,
24%,VA-602,,,,,24.40%,,
24%,IN-503,,,,,,,24.40%
24%,FL-604,,,24.40%,,,,
24%,WV-501,,,,24.50%,,,
24%,MO-604M,,,,24.50%,,,
24%,FL-500,,,,,,24.50%,
24%,FL-503,24.50%,,,,,,
25%,TX-604,,24.50%,,,,,
25%,NC-500,24.50%,,,,,,
25%,FL-600,,,,,24.50%,,
25%,PR-502,,,,,,,24.50%
25%,NV-500,,,,,,,24.50%
25%,FL-512,,,,,24.50%,,
25%,MN-500,,,,,,24.60%,
25%,ND-500,,,,24.60%,,,
25%,CA-613,,,,24.60%,,,
25%,TX-500,,,24.60%,,,,
25%,CA-613,,,,,,,24.60%
25%,WA-508,,,,,,24.60%,
25%,NC-505,,,,,,,24.70%
25%,CA-510,,,,24.70%,,,
25%,IL-517,,,,,,,24.70%
25%,NY-602,,,,,,24.70%,
25%,MD-513,24.70%,,,,,,
25%,SD-500,,,,,,24.70%,
25%,OR-501,24.70%,,,,,,
25%,VA-500,,,,24.70%,,,
25%,VA-600,24.70%,,,,,,
25%,IN-503,,,,,,24.80%,
25%,NY-608,,,24.80%,,,,
25%,NM-500,,,,,,24.80%,
25%,CA-511,,24.80%,,,,,
25%,NJ-506,,,,,,24.80%,
25%,MI-505,24.80%,,,,,,
25%,RI-500,,,,24.90%,,,
25%,TX-500,,,,24.90%,,,
25%,WI-501,,,,,24.90%,,
25%,IA-502,,,24.90%,,,,
25%,NE-502,,,,,,,24.90%
25%,NH-500,24.90%,,,,,,
25%,OR-503,,,,,24.90%,,
25%,VA-601,,,,24.90%,,,
25%,WI-500,,,,25.00%,,,
25%,NC-506,,,25.00%,,,,
25%,NY-510,,,,25.00%,,,
25%,NY-514,,,,,,,25.00%
25%,OR-504,,,,25.00%,,,
25%,NC-505,,,,,,25.00%,
25%,CA-511,,,25.00%,,,,
25%,NY-603,,,,,,25.00%,
25%,NY-608,25.00%,,,,,,
25%,MD-505,,,,,25.00%,,
25%,MI-519,,,,,,25.00%,
25%,OH-504,,,25.00%,,,,
25%,NY-500,,,25.10%,,,,
25%,CA-511,,,,,,25.10%,
25%,FL-500,,,,,,,25.10%
25%,AL-504,25.10%,,,,,,
25%,AZ-502,,,25.10%,,,,
25%,VA-604,25.10%,,,,,,
25%,CO-500,,25.10%,,,,,
25%,KS-502,,25.10%,,,,,
25%,TX-500,,,,,25.20%,,
25%,WV-500,,,,,25.20%,,
25%,FL-600,,,,,,25.20%,
25%,NV-501,,,,,25.20%,,
25%,PA-512,,25.20%,,,,,
25%,IL-502,,,,,25.20%,,
25%,NY-508,,,,,25.20%,,
25%,TX-611,,25.20%,,,,,
25%,NY-500,,,,25.20%,,,
25%,NE-502,,,,,25.30%,,
25%,PR-502,,,,,,25.30%,
25%,AZ-501,,,,,,25.30%,
25%,CO-504,,,,,,,25.30%
25%,IL-506,,,,,25.30%,,
25%,OH-508,,,,,25.30%,,
25%,OR-500,,,,25.30%,,,
25%,MI-507,,,,,25.30%,,
25%,FL-512,25.30%,,,,,,
25%,OR-501,,,,,25.30%,,
25%,OH-505,,,,25.40%,,,
25%,ND-500,,,,,,25.40%,
25%,VA-601,25.40%,,,,,,
25%,MD-513,,,25.40%,,,,
25%,VA-502,,,,,25.40%,,
25%,WV-503,25.40%,,,,,,
25%,SC-502,,,,25.40%,,,
25%,FL-600,,25.40%,,,,,
25%,WV-501,,,,,,25.50%,
25%,MI-512,,,25.50%,,,,
25%,MD-506,,,,,,,25.50%
25%,OH-500,25.50%,,,,,,
26%,MS-500,,,,,,,25.50%
26%,GA-500,25.60%,,,,,,
26%,NY-505,25.60%,,,,,,
26%,FL-518,,,,,,25.60%,
26%,AZ-502,,,,,,,25.60%
26%,PA-605,25.60%,,,,,,
26%,OH-508,,,,,,25.60%,
26%,TN-500,,,,25.60%,,,
26%,NY-601,,,,,,,25.60%
26%,DE-500,,,,,25.60%,,
26%,TN-509,,25.60%,,,,,
26%,VA-601,,,25.70%,,,,
26%,TN-510,,,25.70%,,,,
26%,NY-501,,,,,,25.80%,
26%,CA-515,,25.80%,,,,,
26%,OH-505,,,,,,,25.80%
26%,IL-510,,,,,25.90%,,
26%,GA-507,,25.90%,,,,,
26%,MI-515,,,,,,25.90%,
26%,CA-503,,,25.90%,,,,
26%,UT-503,,,,,,25.90%,
26%,IL-506,,,,25.90%,,,
26%,FL-508,,,,,25.90%,,
26%,KY-501,,,,,26.00%,,
26%,IL-502,26.00%,,,,,,
26%,IL-517,,,,,26.00%,,
26%,CA-601,26.00%,,,,,,
26%,MN-500,,,,,26.00%,,
26%,CA-510,,,,,26.00%,,
26%,AL-500,,,,,26.00%,,
26%,IA-502,,,,,,,26.00%
26%,AR-501,,,,26.10%,,,
26%,VA-500,,,26.10%,,,,
26%,PA-504,,,,26.10%,,,
26%,WV-503,,,,26.10%,,,
26%,CA-603,,26.20%,,,,,
26%,MD-505,,,,,,26.20%,
26%,AZ-501,,,,26.20%,,,
26%,FL-512,,,,,,,26.20%
26%,MI-515,26.20%,,,,,,
26%,LA-508,,26.20%,,,,,
26%,MI-510,,,26.20%,,,,
26%,CA-520,,,,26.30%,,,
26%,CA-613,,,,,26.30%,,
26%,CA-515,,,,,,26.30%,
26%,FL-601,26.30%,,,,,,
26%,IL-507,,,,,,26.30%,
26%,WY-500,,26.30%,,,,,
26%,VA-500,,,,,,,26.30%
26%,AK-501,,,,,26.40%,,
26%,IL-514,,,,,,26.40%,
26%,AL-500,,,,26.40%,,,
26%,LA-502,,26.40%,,,,,
26%,CA-524,,,,,,26.40%,
26%,UT-504,,,,26.50%,,,
26%,NE-502,,,,,,26.50%,
26%,TN-500,26.50%,,,,,,
26%,FL-508,26.50%,,,,,,
27%,NY-602,,,,,26.50%,,
27%,OH-506,,,,26.50%,,,
27%,FL-500,,,,26.50%,,,
27%,NY-505,,26.60%,,,,,
27%,TN-502,,26.60%,,,,,
27%,IA-502,,,,26.60%,,,
27%,CA-510,,,,,,26.60%,
27%,VA-502,,,,,,,26.60%
27%,NH-500,,26.60%,,,,,
27%,CA-601,,,26.60%,,,,
27%,OR-501,,,26.60%,,,,
27%,NC-507,,,,26.70%,,,
27%,GA-507,,,26.70%,,,,
27%,NY-602,,,26.70%,,,,
27%,CA-601,,,,26.70%,,,
27%,KS-502,,,,26.70%,,,
27%,NC-504,,26.70%,,,,,
27%,CA-504,,26.70%,,,,,
27%,AR-508,,,,,,,26.70%
27%,WI-500,,,,,26.70%,,
27%,WI-500,,,,,,26.70%,
27%,VA-601,,,,,,26.80%,
27%,FL-601,,,,,,26.80%,
27%,NV-500,,,,,,26.80%,
27%,MD-513,,26.90%,,,,,
27%,CO-503,,,26.90%,,,,
27%,FL-508,,26.90%,,,,,
27%,IL-513,,,,,26.90%,,
27%,FL-600,,,26.90%,,,,
27%,MI-508,,,,,,26.90%,
27%,CA-601,,,,,,27.00%,
27%,SC-502,,,,,27.00%,,
27%,FL-600,,,,27.00%,,,
27%,PR-502,,27.00%,,,,,
27%,VA-601,,27.00%,,,,,
27%,OR-503,,,,,,27.10%,
27%,OK-501,27.10%,,,,,,
27%,MD-513,,,,,27.10%,,
27%,AZ-502,,,,,,27.10%,
27%,NC-506,,27.10%,,,,,
27%,MI-505,,,,,,,27.10%
27%,VA-514,27.20%,,,,,,
27%,AZ-501,,,,,27.20%,,
27%,NY-500,,,,,,27.20%,
27%,MI-507,,,27.30%,,,,
27%,MI-512,,,,,,27.30%,
27%,KY-502,,,,,,27.30%,
27%,NV-501,,,,27.30%,,,
27%,MI-513,,,,27.30%,,,
27%,MI-507,,27.40%,,,,,
27%,MI-510,,27.40%,,,,,
27%,CA-527,,,,,,27.40%,
27%,FL-601,,,,,,,27.40%
27%,UT-503,,,,,,,27.50%
28%,FL-502,,,,,,27.50%,
28%,NY-500,,,,,27.50%,,
28%,WV-501,,,,,27.50%,,
28%,IA-502,27.60%,,,,,,
28%,MI-516,,,,27.70%,,,
28%,NY-505,,,,,,,27.70%
28%,IL-506,27.70%,,,,,,
28%,WI-501,,,,27.80%,,,
28%,OH-503,,,27.80%,,,,
28%,FL-601,,,,,27.80%,,
28%,MI-510,,,,27.80%,,,
28%,NJ-502,,,,27.80%,,,
28%,NY-500,,27.80%,,,,,
28%,TX-600,,,,27.80%,,,
28%,PA-511,,27.90%,,,,,
28%,MI-519,,,,27.90%,,,
28%,CA-601,,27.90%,,,,,
28%,AL-500,27.90%,,,,,,
28%,MI-507,27.90%,,,,,,
28%,PA-512,27.90%,,,,,,
28%,WI-501,,28.00%,,,,,
28%,MO-604M,,,28.00%,,,,
28%,OH-503,,,,,,,28.00%
28%,KY-502,,,,,28.10%,,
28%,AK-500,,,,,,,28.10%
28%,NC-501,,,28.10%,,,,
28%,FL-502,,,,,,,28.10%
28%,OH-503,,,,28.10%,,,
28%,KY-501,,,28.20%,,,,
28%,CA-525,,,,,28.20%,,
28%,VA-500,,,,,28.20%,,
28%,OH-505,,,,,,28.20%,
28%,MI-508,,,,28.20%,,,
28%,FL-603,,28.20%,,,,,
28%,CA-531,,,28.30%,,,,
28%,CA-517,,,,28.30%,,,
28%,AR-508,,28.30%,,,,,
28%,MA-511,,,,,28.40%,,
28%,CA-525,,,,28.40%,,,
28%,AK-500,28.40%,,,,,,
28%,IL-513,,,,,,,28.40%
28%,AZ-502,,,,,28.40%,,
28%,OH-502,,,,28.40%,,,
28%,IL-502,,,28.40%,,,,
29%,NY-600,,28.50%,,,,,
29%,CA-517,28.60%,,,,,,
29%,IL-517,,,,,,28.60%,
29%,PA-605,,,28.60%,,,,
29%,AK-501,,,,,,,28.60%
29%,PR-502,28.60%,,,,,,
29%,AL-500,,28.60%,,,,,
29%,TX-700,28.70%,,,,,,
29%,MI-512,,,,,,,28.70%
29%,WV-503,,,,,,,28.80%
29%,CA-521,28.80%,,,,,,
29%,PA-504,,,,,28.80%,,
29%,OH-502,,,,,,,28.80%
29%,OR-501,,28.90%,,,,,
29%,VA-514,,,,,,28.90%,
29%,OR-503,,,,,,,28.90%
29%,VA-504,,,28.90%,,,,
29%,AZ-502,,,,29.00%,,,
29%,MO-603,29.00%,,,,,,
29%,OH-503,,29.00%,,,,,
29%,CA-504,29.00%,,,,,,
29%,AZ-501,,,29.00%,,,,
29%,IA-502,,,,,29.10%,,
29%,PA-503,,,,29.10%,,,
29%,MI-510,,,,,29.20%,,
29%,CA-520,,,29.20%,,,,
29%,NE-501,,,29.20%,,,,
29%,CA-511,,,,29.20%,,,
29%,MI-507,,,,29.30%,,,
29%,WI-501,,,,,,29.30%,
29%,NC-511,,,29.30%,,,,
29%,FL-506,,,,,29.30%,,
29%,NV-501,29.40%,,,,,,
29%,VA-603,,29.40%,,,,,
29%,VI-500,,,,,,,29.40%
29%,VA-505,29.40%,,,,,,
29%,NE-501,,,,29.40%,,,
29%,FL-502,,,,,29.40%,,
30%,TX-624,,,,,,,29.50%
30%,FL-601,,,29.50%,,,,
30%,CA-613,,,29.60%,,,,
30%,NJ-515,,,,,,,29.60%
30%,NY-505,,,,,,29.60%,
30%,WV-500,,,,29.70%,,,
30%,CA-515,,,29.70%,,,,
30%,CA-519,,,,,,29.70%,
30%,NV-501,,,29.80%,,,,
30%,MI-518,,,,,29.80%,,
30%,WI-501,,,29.80%,,,,
30%,FL-506,,,29.80%,,,,
30%,OH-503,,,,,29.90%,,
30%,AL-500,,,,,,29.90%,
30%,OK-501,,29.90%,,,,,
30%,AK-500,,30.00%,,,,,
30%,MI-505,,,30.00%,,,,
30%,VA-502,,,,,,30.00%,
30%,NY-602,,,,30.00%,,,
30%,CA-515,30.10%,,,,,,
30%,IA-502,,,,,,30.10%,
30%,OR-501,,,,30.10%,,,
30%,FL-601,,,,30.20%,,,
30%,TX-700,,30.30%,,,,,
30%,KY-501,30.40%,,,,,,
30%,MI-516,,30.40%,,,,,
30%,UT-500,,,,,,,30.50%
30%,NE-501,,,,,,30.50%,
30%,AK-501,,,,30.50%,,,
31%,FL-601,,30.60%,,,,,
31%,FL-604,,,,,30.60%,,
31%,CA-511,,,,,30.60%,,
31%,OH-502,,,,,,30.70%,
31%,TN-501,,,,,,,30.70%
31%,MI-514,,,,,30.70%,,
31%,WI-501,30.70%,,,,,,
31%,MI-512,,,,30.70%,,,
31%,FL-502,,,,30.80%,,,
31%,OH-503,,,,,,30.80%,
31%,CA-509,30.80%,,,,,,
31%,FL-506,,,,30.80%,,,
31%,IL-513,,,30.80%,,,,
31%,MI-510,,,,,,30.90%,
31%,WV-503,,,31.00%,,,,
31%,MD-511,,,,,31.00%,,
31%,NY-600,31.00%,,,,,,
31%,PA-510,,,,,31.10%,,
31%,FL-603,,,31.20%,,,,
31%,AK-501,,,,,,31.20%,
31%,AR-505,,,31.30%,,,,
31%,PA-503,,,31.30%,,,,
31%,WV-501,31.30%,,,,,,
31%,KY-501,,31.30%,,,,,
31%,MI-510,31.30%,,,,,,
31%,MI-519,,,31.40%,,,,
31%,NC-507,,,31.40%,,,,
31%,VA-500,,,,,,31.40%,
31%,WV-503,,,,,,31.40%,
31%,OH-502,,,,,31.50%,,
32%,KS-503,31.50%,,,,,,
32%,MI-516,31.60%,,,,,,
32%,NY-505,,,31.60%,,,,
32%,NE-501,,,,,,,31.60%
32%,FL-500,31.60%,,,,,,
32%,MI-514,31.70%,,,,,,
32%,CA-517,,31.70%,,,,,
32%,NY-505,,,,,31.80%,,
32%,NE-501,,,,,31.80%,,
32%,VA-502,,,31.90%,,,,
32%,MO-604M,31.90%,,,,,,
32%,OH-503,32.00%,,,,,,
32%,FL-604,,,,32.00%,,,
32%,NY-608,,,,,32.00%,,
32%,WV-503,,32.10%,,,,,
32%,OH-505,,,,,32.10%,,
32%,WI-503,,,,,,,32.20%
32%,NY-505,,,,32.30%,,,
32%,NY-510,,,,,,32.30%,
32%,MI-510,,,,,,,32.40%
33%,CA-525,,,32.50%,,,,
33%,IL-513,,,,32.50%,,,
33%,OH-502,32.60%,,,,,,
33%,MI-501,,32.70%,,,,,
33%,FL-518,,32.70%,,,,,
33%,IL-513,,,,,,32.80%,
33%,MI-514,,,33.00%,,,,
33%,NC-516,,,,,33.00%,,
33%,MO-603,,33.00%,,,,,
33%,CA-517,,,33.10%,,,,
33%,WI-503,,,,,33.10%,,
33%,CA-507,33.20%,,,,,,
33%,CA-520,,,,,,33.30%,
33%,CA-524,33.30%,,,,,,
33%,MI-512,33.40%,,,,,,
33%,FL-506,,,,,,33.40%,
33%,IL-517,,,33.50%,,,,
33%,LA-509,,,33.50%,,,,
33%,UT-500,,,,,,33.50%,
34%,MI-516,,,,,,,33.50%
34%,CA-531,,,,,,33.60%,
34%,FL-604,,,,,,33.60%,
34%,FL-604,,,,,,,33.80%
34%,OH-502,,34.00%,,,,,
34%,MI-519,,,,,34.00%,,
34%,VA-504,,,,,34.00%,,
34%,MD-511,,,,34.20%,,,
34%,DC-500,,,,,,34.20%,
34%,MI-505,,,,,,34.20%,
34%,OH-502,,,34.30%,,,,
34%,NY-510,,,,,34.30%,,
34%,CA-519,,,,,34.50%,,
35%,CA-519,,,34.60%,,,,
35%,MI-516,,,,,34.60%,,
35%,TX-604,34.60%,,,,,,
35%,IL-506,,34.70%,,,,,
35%,NC-516,,,,34.80%,,,
35%,FL-604,34.80%,,,,,,
35%,MI-519,,34.80%,,,,,
35%,MI-514,,34.90%,,,,,
35%,MA-500,,34.90%,,,,,
35%,DC-500,,,,,,,35.20%
36%,FL-502,,,35.50%,,,,
36%,MI-516,,,,,,35.60%,
36%,MI-508,,,35.70%,,,,
36%,DC-500,,,,,35.90%,,
36%,CA-531,,,,,,,36.00%
36%,MI-519,36.10%,,,,,,
36%,FL-502,,36.10%,,,,,
36%,NV-501,,36.10%,,,,,
36%,MI-501,36.10%,,,,,,
36%,MI-508,,36.20%,,,,,
36%,FL-604,,36.40%,,,,,
37%,WV-500,,,36.60%,,,,
37%,WI-503,,,,,,36.60%,
37%,MI-514,,,,36.70%,,,
37%,FL-502,36.80%,,,,,,
37%,MI-509,,36.90%,,,,,
37%,WY-500,37.00%,,,,,,
37%,MI-508,37.40%,,,,,,
37%,WY-500,,,37.40%,,,,
38%,MO-503,,37.50%,,,,,
38%,MI-509,37.70%,,,,,,
38%,CA-531,,,,,37.70%,,
38%,LA-509,,,,37.80%,,,
38%,CA-525,,,,,,37.90%,
38%,MI-501,,,38.50%,,,,
39%,UT-504,,,38.60%,,,,
39%,AR-508,38.60%,,,,,,
39%,MS-501,39.10%,,,,,,
39%,UT-500,,,39.20%,,,,
40%,VA-504,,,,,,40.00%,
40%,SD-500,,,,,,,40.30%
41%,VA-602,,40.80%,,,,,
41%,UT-500,,,,,41.00%,,
41%,IL-517,41.10%,,,,,,
41%,VA-504,,,,,,,41.10%
41%,UT-500,41.30%,,,,,,
41%,LA-509,41.30%,,,,,,
41%,LA-509,,,,,41.50%,,
42%,UT-500,,,,41.60%,,,
42%,CA-525,,,,,,,41.70%
42%,UT-500,,42.10%,,,,,
43%,FL-517,,42.90%,,,,,
44%,NE-501,,44.00%,,,,,
44%,OK-504,,,,,44.40%,,
45%,OK-506,,,,,,,45.20%
45%,FL-518,,,45.30%,,,,
45%,CA-520,45.50%,,,,,,
48%,IL-513,,48.40%,,,,,
49%,MO-604M,,48.70%,,,,,
49%,FL-518,48.90%,,,,,,
50%,AL-507,,,50.00%,,,,
53%,CA-531,,,,53.20%,,,
53%,AL-500,,,53.30%,,,,
56%,MO-603,,,55.50%,,,,
57%,IL-503,,,57.40%,,,,
58%,AL-506,,,,57.80%,,,
59%,CA-519,,,,59.50%,,,
60%,OK-506,,,,,60.00%,,
61%,VA-504,,,,60.70%,,,
61%,TX-611,,,,,60.70%,,
62%,IL-517,,,,61.70%,,,
63%,MI-516,,,62.70%,,,,
63%,MO-603,,,,62.80%,,,
67%,AR-505,,,,,,66.70%,
67%,NY-513,,,66.70%,,,,
95%,TX-701,,,,94.70%,,,
100%,TX-611,,,,100.00%,,,